SessionStart,CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,State,City,Category,Product,Cost,Price,Quantity,CampaignSchema ,CartAdditionTime,OrderConfirmation,OrderConfirmationTime,PaymentMethod,SessionEnd,OrderReturn,ReturnReason,SessionDuration,SessionYear,SessionMonth,SessionDay
2020-07-19 15:58:00,1591,Joseph Blair,0,31,731,3343.0,8,14,San Antonio,4,puzzle,15,25,4,Google-ads,2020-07-19 16:12:00,True,2020-07-19 16:21:00,1,2020-07-19 16:14:00,False,Unknown,16.0,2020,7,19
2020-07-22 09:42:00,1592,Amanda Noble,1,56,615,3286.8,1,10,Ottawa,3,microwave oven,300,500,5,Billboard-QR code,2020-07-22 10:07:00,True,2020-07-22 10:18:00,1,2020-07-22 10:10:00,False,Unknown,28.0,2020,7,22
2020-07-23 14:10:00,1593,Latasha Harper,1,42,637,7752.05,8,14,Houston,0,textbook,30,50,6,E-mails,2020-07-23 14:24:00,False,,4,2020-07-23 14:37:00,Unknown,Unknown,27.0,2020,7,23
2020-07-23 15:48:00,1594,Keith Sanchez,1,69,768,4007.0,2,4,Guangzhou,0,novel,10,18,6,Instagram-ads,2020-07-23 16:18:00,True,2020-07-23 16:30:00,1,2020-07-23 16:23:00,False,Unknown,35.0,2020,7,23
2020-07-23 16:20:00,1595,Robert Davis,1,25,696,7752.05,1,10,Ottawa,3,toaster,40,60,5,Instagram-ads,2020-07-23 16:48:00,True,2020-07-23 16:58:00,1,2020-07-23 16:50:00,False,Unknown,30.0,2020,7,23
2020-07-23 23:40:00,1596,Karen Brown,1,35,655,7663.0,1,11,Montreal,3,microwave oven,300,500,1,Google-ads,2020-07-23 23:58:00,True,2020-07-24 00:03:00,2,2020-07-24 00:01:00,False,Unknown,21.0,2020,7,23
2020-07-26 00:24:00,1597,Benjamin Simmons,1,66,665,5136.0,5,15,Tokyo,4,board game,20,35,6,Google-ads,2020-07-26 00:38:00,False,,4,2020-07-26 00:31:00,Unknown,Unknown,7.0,2020,7,26
2020-07-26 20:08:00,1598,Karen Cruz,1,36,644,5613.0,7,3,London,1,television,1000,1500,5,Instagram-ads,2020-07-26 20:24:00,False,,4,2020-07-26 20:13:00,Unknown,Unknown,5.0,2020,7,26
2020-07-28 06:01:00,1599,Rachel Ruiz,1,58,769,4050.0,6,2,Tarragona,3,mixer grinder,60,90,3,Facebook-ads,2020-07-28 06:20:00,True,2020-07-28 06:25:00,1,2020-07-28 06:25:00,False,Unknown,24.0,2020,7,28
2020-07-29 04:28:00,1600,Robert Castro,1,63,645,6134.0,7,12,Edinburgh,4,board game,20,35,6,Twitter-ads,2020-07-29 04:50:00,True,2020-07-29 05:05:00,1,2020-07-29 04:53:00,False,Unknown,25.0,2020,7,29
2020-07-29 09:13:00,1601,Lisa Rodriguez,0,19,758,5334.0,6,2,Barcelona,2,t-shirt,15,25,1,Facebook-ads,2020-07-29 09:38:00,True,2020-07-29 09:53:00,2,2020-07-29 09:42:00,False,Unknown,29.0,2020,7,29
2020-07-29 18:52:00,1602,Robert Harper,0,61,753,6569.0,6,0,Malaga,2,t-shirt,15,25,6,Facebook-ads,2020-07-29 19:04:00,True,2020-07-29 19:15:00,0,2020-07-29 19:07:00,True,Poor Quality,15.0,2020,7,29
2020-07-29 22:29:00,1603,Joshua Benton,0,31,700,7752.05,0,17,Melbourne,2,shoes,60,100,3,E-mails,2020-07-29 22:58:00,True,2020-07-29 23:03:00,1,2020-07-29 23:01:00,False,Unknown,32.0,2020,7,29
2020-07-30 01:25:00,1604,Sherri Curtis,0,41,616,4162.0,4,6,Frosinone,2,shoes,60,100,6,E-mails,2020-07-30 01:45:00,True,2020-07-30 01:53:00,2,2020-07-30 01:48:00,False,Unknown,23.0,2020,7,30
2020-07-30 02:24:00,1605,Christine Wong,0,20,676,7752.05,8,14,Dallas,0,novel,10,18,3,Twitter-ads,2020-07-30 02:41:00,False,,4,2020-07-30 03:03:00,Unknown,Unknown,39.0,2020,7,30
2020-07-30 06:37:00,1606,William Howard,0,33,683,7477.0,8,1,San Diego,0,novel,10,18,5,E-mails,2020-07-30 06:58:00,True,2020-07-30 07:07:00,0,2020-07-30 07:03:00,False,Unknown,26.0,2020,7,30
2020-07-30 14:11:00,1607,Betty Chambers,1,63,648,3583.0,5,15,Kawasaki,2,t-shirt,15,25,4,Google-ads,2020-07-30 14:28:00,True,2020-07-30 14:41:00,1,2020-07-30 14:30:00,False,Unknown,19.0,2020,7,30
2020-07-31 17:48:00,1608,Todd Caldwell,0,72,670,6252.0,2,13,Qingdao,3,microwave oven,300,500,6,Twitter-ads,2020-07-31 18:13:00,True,2020-07-31 18:20:00,0,2020-07-31 18:15:00,False,Unknown,27.0,2020,7,31
2020-07-31 21:30:00,1609,Jason Garcia,0,48,762,7536.0,3,16,Ghaziabad,1,hair dryer,25,40,4,Instagram-ads,2020-07-31 21:42:00,True,2020-07-31 21:53:00,3,2020-07-31 21:44:00,False,Unknown,14.0,2020,7,31
2020-08-01 18:11:00,1610,Jose Murphy,0,35,667,3286.8,4,7,Bergamo,4,board game,20,35,3,E-mails,2020-08-01 18:40:00,True,2020-08-01 18:53:00,1,2020-08-01 18:43:00,False,Unknown,32.0,2020,8,1
2020-08-02 03:40:00,1611,Bonnie Smith,0,36,754,7513.0,8,1,San Jose,2,shoes,60,100,1,Google-ads,2020-08-02 03:46:00,True,2020-08-02 03:53:00,2,2020-08-02 03:48:00,True,Arrived Damaged,8.0,2020,8,2
2020-08-04 16:23:00,1612,Aaron Jones,1,55,646,3487.0,6,0,Granada,4,plush toy,12,20,2,E-mails,2020-08-04 16:52:00,True,2020-08-04 17:07:00,1,2020-08-04 16:56:00,False,Unknown,33.0,2020,8,4
2020-08-04 20:14:00,1613,David Warren,0,53,678,3287.0,1,10,Mississauga,3,mixer grinder,60,90,4,Google-ads,2020-08-04 20:21:00,True,2020-08-04 20:28:00,1,2020-08-04 20:25:00,True,Arrived Late,11.0,2020,8,4
2020-08-05 11:52:00,1614,Christina Cole,1,25,631,6647.0,1,10,Mississauga,4,plush toy,12,20,5,Billboard-QR code,2020-08-05 12:08:00,True,2020-08-05 12:23:00,3,2020-08-05 12:12:00,False,Unknown,20.0,2020,8,5
2020-08-05 17:34:00,1615,Donald Rojas,0,63,611,4676.0,1,10,Mississauga,4,puzzle,15,25,3,Instagram-ads,2020-08-05 17:42:00,True,2020-08-05 17:52:00,1,2020-08-05 17:44:00,False,Unknown,10.0,2020,8,5
2020-08-06 05:47:00,1616,Susan Wells,0,22,686,6060.0,3,8,Nagpur,3,electric stove,250,400,4,E-mails,2020-08-06 06:02:00,True,2020-08-06 06:12:00,2,2020-08-06 06:04:00,False,Unknown,17.0,2020,8,6
2020-08-07 21:45:00,1617,Miguel Barnes,1,66,644,6267.0,0,9,Newcastle,4,puzzle,15,25,3,Twitter-ads,2020-08-07 21:56:00,True,2020-08-07 22:03:00,1,2020-08-07 22:01:00,False,Unknown,16.0,2020,8,7
2020-08-08 02:57:00,1618,Carolyn Webb,0,70,658,4286.0,4,6,Frosinone,2,jeans,40,70,1,Facebook-ads,2020-08-08 03:14:00,True,2020-08-08 03:26:00,3,2020-08-08 03:18:00,False,Unknown,21.0,2020,8,8
2020-08-09 07:35:00,1619,Kenneth Brown,1,68,769,4072.0,6,2,Girona,2,shoes,60,100,1,Billboard-QR code,2020-08-09 08:02:00,True,2020-08-09 08:15:00,2,2020-08-09 08:05:00,False,Unknown,30.0,2020,8,9
2020-08-09 12:04:00,1620,Ann Freeman,0,20,690,7518.0,8,1,San Diego,0,autobiography,20,35,2,E-mails,2020-08-09 12:20:00,True,2020-08-09 12:30:00,2,2020-08-09 12:22:00,False,Unknown,18.0,2020,8,9
2020-08-09 20:36:00,1621,Mary Hood,1,43,740,6117.0,4,7,Brescia,2,jeans,40,70,6,Twitter-ads,2020-08-09 21:03:00,True,2020-08-09 21:13:00,2,2020-08-09 21:08:00,False,Unknown,32.0,2020,8,9
2020-08-10 22:32:00,1622,Sandra Moore,1,44,732,7752.05,4,7,Brescia,1,television,1000,1500,1,Facebook-ads,2020-08-10 22:55:00,True,2020-08-10 23:04:00,3,2020-08-10 22:58:00,True,Poor Quality,26.0,2020,8,10
2020-08-10 22:34:00,1623,Candice Faulkner,0,23,703,7752.05,6,0,Granada,4,puzzle,15,25,2,Facebook-ads,2020-08-10 23:00:00,True,2020-08-10 23:10:00,0,2020-08-10 23:05:00,False,Unknown,31.0,2020,8,10
2020-08-13 14:48:00,1624,Christine Gilmore,1,51,757,5682.0,6,0,Granada,2,jeans,40,70,6,E-mails,2020-08-13 15:11:00,True,2020-08-13 15:22:00,1,2020-08-13 15:15:00,False,Unknown,27.0,2020,8,13
2020-08-14 23:14:00,1625,Joshua Lindsey,1,25,750,7752.05,4,6,Latina,4,board game,20,35,3,Billboard-QR code,2020-08-14 23:40:00,True,2020-08-14 23:50:00,1,2020-08-14 23:43:00,False,Unknown,29.0,2020,8,14
2020-08-15 03:27:00,1626,Kristy Guerra,0,42,665,6204.0,0,17,Geelong,3,toaster,40,60,4,Google-ads,2020-08-15 03:48:00,False,,4,2020-08-15 03:53:00,Unknown,Unknown,26.0,2020,8,15
2020-08-15 12:14:00,1627,Jasmine Collins,0,37,642,7752.05,8,14,San Antonio,2,t-shirt,15,25,6,Google-ads,2020-08-15 12:35:00,True,2020-08-15 12:48:00,0,2020-08-15 12:40:00,False,Unknown,26.0,2020,8,15
2020-08-16 16:09:00,1628,Michael Willis,1,47,625,4495.0,6,2,Girona,2,shoes,60,100,5,Facebook-ads,2020-08-16 16:15:00,True,2020-08-16 16:20:00,1,2020-08-16 16:19:00,False,Unknown,10.0,2020,8,16
2020-08-16 20:11:00,1629,Brooke Morales,0,37,752,7118.0,5,5,Sagamihara,3,electric stove,250,400,3,E-mails,2020-08-16 20:33:00,True,2020-08-16 20:40:00,2,2020-08-16 20:36:00,False,Unknown,25.0,2020,8,16
2020-08-17 21:40:00,1630,Darius Young,0,44,769,3286.8,4,7,Brescia,4,plush toy,12,20,5,Facebook-ads,2020-08-17 21:49:00,True,2020-08-17 21:56:00,2,2020-08-17 21:54:00,True,Poor Value,14.0,2020,8,17
2020-08-18 19:08:00,1631,Joshua Clark,0,71,676,4933.0,6,2,Barcelona,3,mixer grinder,60,90,6,Instagram-ads,2020-08-18 19:15:00,True,2020-08-18 19:29:00,2,2020-08-18 19:20:00,False,Unknown,12.0,2020,8,18
2020-08-18 20:37:00,1632,Charles Savage,0,68,769,6977.0,7,3,Manchester,4,plush toy,12,20,3,Billboard-QR code,2020-08-18 20:58:00,True,2020-08-18 21:04:00,0,2020-08-18 21:03:00,False,Unknown,26.0,2020,8,18
2020-08-19 15:14:00,1633,Arthur Mcmillan,1,71,630,7370.0,6,2,Tarragona,2,shoes,60,100,2,Facebook-ads,2020-08-19 15:34:00,True,2020-08-19 15:45:00,3,2020-08-19 15:39:00,False,Unknown,25.0,2020,8,19
2020-08-20 10:40:00,1634,Carolyn Rangel,0,57,748,6560.0,2,4,Shenzhen,0,autobiography,20,35,4,Facebook-ads,2020-08-20 10:52:00,True,2020-08-20 11:04:00,1,2020-08-20 10:54:00,False,Unknown,14.0,2020,8,20
2020-08-20 16:27:00,1635,Mary Hoffman,0,59,764,7346.0,5,5,Yokohama,0,autobiography,20,35,6,Facebook-ads,2020-08-20 16:51:00,True,2020-08-20 17:05:00,1,2020-08-20 16:54:00,False,Unknown,27.0,2020,8,20
2020-08-20 17:47:00,1636,Dennis Ortiz,0,70,763,3286.8,2,13,Qingdao,3,toaster,40,60,4,Twitter-ads,2020-08-20 18:12:00,True,2020-08-20 18:19:00,0,2020-08-20 18:15:00,False,Unknown,28.0,2020,8,20
2020-08-21 13:21:00,1637,Felicia Barry,1,57,613,6532.0,1,11,Montreal,3,microwave oven,300,500,1,E-mails,2020-08-21 13:35:00,True,2020-08-21 13:42:00,2,2020-08-21 13:38:00,False,Unknown,17.0,2020,8,21
2020-08-22 15:17:00,1638,Travis Larson,1,38,714,3286.8,5,5,Yokohama,1,television,1000,1500,4,Twitter-ads,2020-08-22 15:47:00,True,2020-08-22 15:52:00,0,2020-08-22 15:52:00,False,Unknown,35.0,2020,8,22
2020-08-23 02:04:00,1639,Cheryl Larson,0,59,650,7752.05,1,11,Quebec City,4,puzzle,15,25,5,Billboard-QR code,2020-08-23 02:30:00,True,2020-08-23 02:40:00,1,2020-08-23 02:35:00,False,Unknown,31.0,2020,8,23
2020-08-25 12:46:00,1640,Daniel Brewer,1,69,680,6832.0,7,3,London,2,dress,50,80,5,Google-ads,2020-08-25 13:16:00,True,2020-08-25 13:31:00,1,2020-08-25 13:20:00,False,Unknown,34.0,2020,8,25
2020-08-25 18:04:00,1641,Jennifer Walker,1,37,769,3436.0,1,10,Ottawa,4,board game,20,35,1,E-mails,2020-08-25 18:25:00,False,,4,2020-08-25 18:44:00,Unknown,Unknown,40.0,2020,8,25
2020-08-27 08:50:00,1642,Anna Grimes,0,62,637,5326.0,4,7,Bergamo,4,plush toy,12,20,5,Twitter-ads,2020-08-27 09:08:00,True,2020-08-27 09:14:00,3,2020-08-27 09:13:00,False,Unknown,23.0,2020,8,27
2020-08-28 05:37:00,1643,Marcus Young,1,31,714,7752.05,3,8,Pune,4,puzzle,15,25,2,Instagram-ads,2020-08-28 06:00:00,True,2020-08-28 06:11:00,2,2020-08-28 06:05:00,False,Unknown,28.0,2020,8,28
2020-08-28 14:57:00,1644,Michelle Hampton,0,49,705,7432.0,7,12,Aberdeen,1,television,1000,1500,4,Twitter-ads,2020-08-28 15:06:00,True,2020-08-28 15:11:00,0,2020-08-28 15:09:00,False,Unknown,12.0,2020,8,28
2020-08-29 06:53:00,1645,Samuel Benitez,0,36,740,4668.0,0,17,Geelong,1,television,1000,1500,2,Instagram-ads,2020-08-29 06:58:00,True,2020-08-29 07:11:00,1,2020-08-29 07:00:00,False,Unknown,7.0,2020,8,29
2020-08-31 08:41:00,1646,Carl Richards,1,22,667,6583.0,6,0,Seville,0,textbook,30,50,2,E-mails,2020-08-31 08:51:00,True,2020-08-31 09:06:00,1,2020-08-31 08:55:00,False,Unknown,14.0,2020,8,31
2020-08-31 14:54:00,1647,Jessica Johnson MD,1,25,673,4938.0,3,8,Pune,3,microwave oven,300,500,1,Instagram-ads,2020-08-31 15:02:00,True,2020-08-31 15:16:00,1,2020-08-31 15:07:00,False,Unknown,13.0,2020,8,31
2020-09-01 01:58:00,1648,Deanna Gonzales,1,24,767,5928.0,4,7,Milan,4,puzzle,15,25,6,Instagram-ads,2020-09-01 02:14:00,True,2020-09-01 02:29:00,2,2020-09-01 02:17:00,True,Poor Value,19.0,2020,9,1
2020-09-01 04:43:00,1649,Sarah Wright,0,58,643,3808.0,0,17,Melbourne,4,board game,20,35,2,Google-ads,2020-09-01 05:07:00,True,2020-09-01 05:13:00,1,2020-09-01 05:09:00,False,Unknown,26.0,2020,9,1
2020-09-01 18:14:00,1650,Keith Scott,0,55,762,7695.0,0,9,Newcastle,3,toaster,40,60,6,Twitter-ads,2020-09-01 18:39:00,True,2020-09-01 18:44:00,2,2020-09-01 18:43:00,False,Unknown,29.0,2020,9,1
2020-09-01 22:22:00,1651,Cynthia Smith,0,29,684,4729.0,8,14,Dallas,1,hair dryer,25,40,5,E-mails,2020-09-01 22:48:00,True,2020-09-01 23:02:00,1,2020-09-01 22:51:00,False,Unknown,29.0,2020,9,1
2020-09-04 09:52:00,1652,Vincent Hobbs,1,36,623,6092.0,1,10,Ottawa,2,jeans,40,70,5,Facebook-ads,2020-09-04 10:19:00,True,2020-09-04 10:31:00,2,2020-09-04 10:22:00,False,Unknown,30.0,2020,9,4
2020-09-05 05:52:00,1653,Alexandra Matthews,0,25,628,6015.0,4,7,Bergamo,3,mixer grinder,60,90,1,Twitter-ads,2020-09-05 06:00:00,False,,4,2020-09-05 06:22:00,Unknown,Unknown,30.0,2020,9,5
2020-09-05 07:57:00,1654,Jeffery Vaughn,0,25,650,6818.0,7,12,Edinburgh,2,t-shirt,15,25,1,Instagram-ads,2020-09-05 08:25:00,True,2020-09-05 08:33:00,1,2020-09-05 08:30:00,True,Arrived Damaged,33.0,2020,9,5
2020-09-05 12:53:00,1655,Eric Shepherd,1,21,665,3286.8,7,3,Manchester,1,laptop,800,1200,4,Twitter-ads,2020-09-05 13:21:00,True,2020-09-05 13:34:00,1,2020-09-05 13:24:00,False,Unknown,31.0,2020,9,5
2020-09-05 22:26:00,1656,Julie Wilson,0,25,621,5092.0,3,8,Pune,3,toaster,40,60,2,Facebook-ads,2020-09-05 22:42:00,True,2020-09-05 22:57:00,0,2020-09-05 22:46:00,False,Unknown,20.0,2020,9,5
2020-09-08 05:05:00,1657,Angela Baldwin,1,44,641,3286.8,0,17,Geelong,4,plush toy,12,20,2,Twitter-ads,2020-09-08 05:27:00,True,2020-09-08 05:32:00,0,2020-09-08 05:32:00,False,Unknown,27.0,2020,9,8
2020-09-09 15:18:00,1658,Kelly Goodwin,0,71,769,7517.0,6,2,Barcelona,4,board game,20,35,1,Google-ads,2020-09-09 15:46:00,True,2020-09-09 15:52:00,1,2020-09-09 15:50:00,True,Poor Value,32.0,2020,9,9
2020-09-10 03:00:00,1659,Christopher Perez DDS,1,18,637,5108.0,3,8,Pune,4,action figure,8,15,6,Google-ads,2020-09-10 03:11:00,True,2020-09-10 03:18:00,3,2020-09-10 03:14:00,False,Unknown,14.0,2020,9,10
2020-09-10 04:17:00,1660,Linda Roberts DVM,0,71,611,5216.0,8,14,San Antonio,4,board game,20,35,3,E-mails,2020-09-10 04:23:00,True,2020-09-10 04:37:00,0,2020-09-10 04:27:00,True,Poor Value,10.0,2020,9,10
2020-09-10 10:48:00,1661,Gregory Navarro,0,43,749,6970.0,5,5,Kawasaki,0,novel,10,18,3,Twitter-ads,2020-09-10 10:55:00,True,2020-09-10 11:01:00,1,2020-09-10 11:00:00,False,Unknown,12.0,2020,9,10
2020-09-11 09:09:00,1662,Barbara Trujillo,1,71,673,4336.0,7,3,Birmingham,2,shoes,60,100,6,E-mails,2020-09-11 09:22:00,True,2020-09-11 09:34:00,2,2020-09-11 09:24:00,False,Unknown,15.0,2020,9,11
2020-09-11 15:55:00,1663,Daniel Ray,0,41,747,6170.0,1,10,Ottawa,1,table fan,30,50,4,Twitter-ads,2020-09-11 16:12:00,True,2020-09-11 16:26:00,0,2020-09-11 16:14:00,False,Unknown,19.0,2020,9,11
2020-09-12 00:35:00,1664,Jonathan Myers,1,21,742,5855.0,3,16,Ghaziabad,4,puzzle,15,25,5,Instagram-ads,2020-09-12 00:41:00,True,2020-09-12 00:46:00,1,2020-09-12 00:43:00,False,Unknown,8.0,2020,9,12
2020-09-14 06:05:00,1665,Nichole Robinson,0,37,732,3286.8,2,13,Jinan,2,jeans,40,70,5,Google-ads,2020-09-14 06:18:00,True,2020-09-14 06:27:00,1,2020-09-14 06:21:00,False,Unknown,16.0,2020,9,14
2020-09-14 18:46:00,1666,Dawn Singleton,0,39,753,5893.0,6,0,Malaga,2,jeans,40,70,6,Billboard-QR code,2020-09-14 18:58:00,True,2020-09-14 19:09:00,3,2020-09-14 19:01:00,False,Unknown,15.0,2020,9,14
2020-09-17 22:33:00,1667,Angela Kim,1,56,650,5154.0,5,15,Kawasaki,3,mixer grinder,60,90,5,Instagram-ads,2020-09-17 22:53:00,True,2020-09-17 23:05:00,0,2020-09-17 22:56:00,True,Poor Value,23.0,2020,9,17
2020-09-18 09:53:00,1668,April Collins,1,41,716,3569.0,3,16,Kanpur,0,magazine,5,8,5,Billboard-QR code,2020-09-18 10:10:00,True,2020-09-18 10:15:00,2,2020-09-18 10:13:00,False,Unknown,20.0,2020,9,18
2020-09-20 23:20:00,1669,Kenneth Massey,0,60,759,5206.0,1,11,Laval,3,mixer grinder,60,90,1,E-mails,2020-09-20 23:27:00,True,2020-09-20 23:40:00,3,2020-09-20 23:30:00,False,Unknown,10.0,2020,9,20
2020-09-22 14:24:00,1670,Margaret Schroeder,1,44,664,6461.0,0,9,Wollongong,1,laptop,800,1200,3,Instagram-ads,2020-09-22 14:50:00,True,2020-09-22 15:05:00,1,2020-09-22 14:52:00,False,Unknown,28.0,2020,9,22
2020-09-22 15:57:00,1671,Daniel Jordan,0,72,705,5746.0,2,13,Jinan,2,t-shirt,15,25,3,Twitter-ads,2020-09-22 16:17:00,True,2020-09-22 16:30:00,1,2020-09-22 16:22:00,False,Unknown,25.0,2020,9,22
2020-09-22 23:13:00,1672,Jessica Luna,1,48,634,3687.0,5,5,Yokohama,2,jeans,40,70,5,Instagram-ads,2020-09-22 23:21:00,True,2020-09-22 23:34:00,0,2020-09-22 23:25:00,False,Unknown,12.0,2020,9,22
2020-09-23 10:56:00,1673,Jose Fitzgerald,0,19,735,6095.0,3,8,Pune,1,television,1000,1500,3,Billboard-QR code,2020-09-23 11:01:00,True,2020-09-23 11:14:00,0,2020-09-23 11:05:00,False,Unknown,9.0,2020,9,23
2020-09-24 17:17:00,1674,Nathan Gibson,0,41,715,4442.0,4,7,Milan,0,autobiography,20,35,1,Instagram-ads,2020-09-24 17:40:00,True,2020-09-24 17:55:00,1,2020-09-24 17:45:00,False,Unknown,28.0,2020,9,24
2020-09-25 10:53:00,1675,Holly Hernandez,0,25,663,4251.0,7,3,Manchester,0,autobiography,20,35,5,E-mails,2020-09-25 11:20:00,True,2020-09-25 11:34:00,0,2020-09-25 11:24:00,False,Unknown,31.0,2020,9,25
2020-09-25 11:08:00,1676,Lisa Clark,1,32,719,6818.0,5,5,Kawasaki,3,electric stove,250,400,4,E-mails,2020-09-25 11:24:00,True,2020-09-25 11:35:00,2,2020-09-25 11:29:00,False,Unknown,21.0,2020,9,25
2020-09-25 15:18:00,1677,Daniel Jenkins,1,48,630,6152.0,6,2,Girona,4,puzzle,15,25,5,Instagram-ads,2020-09-25 15:24:00,True,2020-09-25 15:31:00,1,2020-09-25 15:28:00,False,Unknown,10.0,2020,9,25
2020-09-26 10:06:00,1678,Sarah Chavez,1,36,655,6362.0,8,14,Dallas,1,television,1000,1500,2,E-mails,2020-09-26 10:32:00,False,,4,2020-09-26 10:46:00,Unknown,Unknown,40.0,2020,9,26
2020-09-27 13:12:00,1679,Sarah Anderson,1,54,730,7351.0,5,5,Kawasaki,1,laptop,800,1200,5,Instagram-ads,2020-09-27 13:36:00,True,2020-09-27 13:50:00,2,2020-09-27 13:40:00,False,Unknown,28.0,2020,9,27
2020-09-28 17:38:00,1680,Audrey Arnold,0,65,670,6780.0,5,5,Yokohama,1,laptop,800,1200,5,Facebook-ads,2020-09-28 17:45:00,True,2020-09-28 18:00:00,0,2020-09-28 17:47:00,False,Unknown,9.0,2020,9,28
2020-09-29 11:45:00,1681,Michael Lewis,0,25,639,6309.0,2,13,Qingdao,4,puzzle,15,25,3,Twitter-ads,2020-09-29 12:08:00,True,2020-09-29 12:20:00,2,2020-09-29 12:10:00,False,Unknown,25.0,2020,9,29
2020-09-30 01:40:00,1682,Alexander Wilson,0,65,714,6865.0,6,0,Malaga,4,puzzle,15,25,4,Billboard-QR code,2020-09-30 01:54:00,False,,4,2020-09-30 02:19:00,Unknown,Unknown,39.0,2020,9,30
2020-09-30 02:24:00,1683,Ronald Wade,1,25,694,5757.0,6,0,Seville,3,electric stove,250,400,4,Twitter-ads,2020-09-30 02:51:00,True,2020-09-30 02:56:00,0,2020-09-30 02:53:00,False,Unknown,29.0,2020,9,30
2020-09-30 15:38:00,1684,Holly Mitchell,1,44,633,3415.0,0,9,Wollongong,3,mixer grinder,60,90,5,Instagram-ads,2020-09-30 15:56:00,True,2020-09-30 16:01:00,0,2020-09-30 16:00:00,False,Unknown,22.0,2020,9,30
2020-09-30 23:29:00,1685,Theresa Potts,1,57,686,4683.0,5,5,Sagamihara,2,jeans,40,70,6,Instagram-ads,2020-09-30 23:45:00,False,,4,2020-09-30 23:51:00,Unknown,Unknown,22.0,2020,9,30
2020-10-01 23:46:00,1686,Katie Jackson,0,28,745,3286.8,5,15,Tokyo,4,action figure,8,15,5,Google-ads,2020-10-02 00:13:00,True,2020-10-02 00:19:00,0,2020-10-02 00:16:00,False,Unknown,30.0,2020,10,1
2020-10-02 09:33:00,1687,John Conley,0,32,626,7670.0,4,7,Brescia,1,television,1000,1500,6,Billboard-QR code,2020-10-02 10:00:00,True,2020-10-02 10:06:00,1,2020-10-02 10:03:00,False,Unknown,30.0,2020,10,2
2020-10-02 22:18:00,1688,Julie Graham,0,44,768,5287.0,8,1,San Diego,0,novel,10,18,1,Billboard-QR code,2020-10-02 22:26:00,True,2020-10-02 22:31:00,2,2020-10-02 22:29:00,True,Poor Value,11.0,2020,10,2
2020-10-03 10:45:00,1689,Stephen Edwards,0,61,733,4466.0,1,10,Mississauga,0,magazine,5,8,1,Google-ads,2020-10-03 10:57:00,True,2020-10-03 11:10:00,2,2020-10-03 11:01:00,False,Unknown,16.0,2020,10,3
2020-10-05 13:44:00,1690,Sarah Smith,0,38,734,7752.05,8,1,San Jose,4,board game,20,35,2,E-mails,2020-10-05 14:05:00,True,2020-10-05 14:20:00,1,2020-10-05 14:07:00,False,Unknown,23.0,2020,10,5
2020-10-07 05:55:00,1691,Valerie Lewis,1,40,663,5638.0,6,0,Granada,4,board game,20,35,1,Facebook-ads,2020-10-07 06:10:00,False,,4,2020-10-07 06:09:00,Unknown,Unknown,14.0,2020,10,7
2020-10-08 20:08:00,1692,Hayley Freeman,1,40,673,7737.0,0,17,Melbourne,1,hair dryer,25,40,4,E-mails,2020-10-08 20:13:00,True,2020-10-08 20:23:00,0,2020-10-08 20:15:00,True,Arrived Damaged,7.0,2020,10,8
2020-10-08 22:54:00,1693,Eric Stewart,0,21,665,7376.0,1,10,Ottawa,2,t-shirt,15,25,2,Google-ads,2020-10-08 23:02:00,True,2020-10-08 23:07:00,0,2020-10-08 23:06:00,False,Unknown,12.0,2020,10,8
2020-10-09 02:30:00,1694,Shelly Lawson,1,69,700,7132.0,4,7,Milan,0,magazine,5,8,5,Twitter-ads,2020-10-09 02:47:00,True,2020-10-09 02:53:00,1,2020-10-09 02:49:00,False,Unknown,19.0,2020,10,9
2020-10-10 16:59:00,1695,Jennifer Lawson,0,60,690,6557.0,6,0,Seville,3,mixer grinder,60,90,5,Google-ads,2020-10-10 17:28:00,True,2020-10-10 17:34:00,1,2020-10-10 17:30:00,False,Unknown,31.0,2020,10,10
2020-10-12 02:38:00,1696,Juan Webb,1,27,660,3386.0,4,6,Latina,0,textbook,30,50,5,Instagram-ads,2020-10-12 02:51:00,True,2020-10-12 03:00:00,1,2020-10-12 02:53:00,False,Unknown,15.0,2020,10,12
2020-10-12 09:43:00,1697,Michael Smith,0,50,754,5605.0,2,4,Shenzhen,0,textbook,30,50,1,Twitter-ads,2020-10-12 10:05:00,True,2020-10-12 10:10:00,1,2020-10-12 10:10:00,False,Unknown,27.0,2020,10,12
2020-10-13 01:52:00,1698,Amber Roberts,1,51,719,6191.0,5,15,Tokyo,1,table fan,30,50,6,Billboard-QR code,2020-10-13 02:21:00,True,2020-10-13 02:34:00,1,2020-10-13 02:24:00,False,Unknown,32.0,2020,10,13
2020-10-13 02:42:00,1699,Amy Contreras,0,53,765,4916.0,7,3,Manchester,3,microwave oven,300,500,4,Google-ads,2020-10-13 03:01:00,False,,4,2020-10-13 03:09:00,Unknown,Unknown,27.0,2020,10,13
2020-10-13 12:46:00,1700,Jessica Holloway,1,31,668,4686.0,8,1,San Jose,4,action figure,8,15,6,Instagram-ads,2020-10-13 13:10:00,False,,4,2020-10-13 12:52:00,Unknown,Unknown,6.0,2020,10,13
